address,balance,NumberOfTransaction,lastTransaction,firstTransaction,NFTCount,NativeBalance
0x42f568bfeb05543f5fd32f636c257cecb4f9913d,54570.46,1133,2019,2023,333,1.21
0xb5a9d3830441dfdf216c885a2c1a36e4eabd16fe,72668.21,2945,2019,2018,305,27.57
0x0ea36de2fd78f0395ca0ce3c56eb154d925d0444,14768.28,2054,2020,2022,304,12.64
0xe9e53914e7396fa5923468ab332a2dd53444d02d,46581.94,3153,2022,2020,54,38.3
0xf85bcf9dac366ec4e2cce4e807c4c5ffa2fb448e,15841.92,1978,2023,2023,445,37.48
0xfba8d78a0c0507ebde7cda4b76d4f2669d849ef2,25184.46,3591,2021,2019,289,49.85
0x473b90a7d87fdb9267ebed84a89ff2ddfdc2e171,13950.31,296,2020,2024,193,11.42
0x84c8d6632ed952b389213278bd1bd662c7dc78e6,16385.52,3515,2019,2020,396,34.4
0x7678c1b623796ac298b9f0f990a6d7581fd54541,39497.51,2498,2022,2022,393,22.67
0x9bdf0867a39c2503c8189b7058064c108e01a72f,55640.32,1081,2020,2024,207,46.1
0xfe37fbb1e972845ddb0d195895c4d95a585b833e,83076.33,1932,2022,2020,219,20.42
0x62417cd08da1d802d2c3f5d483f3360b08b40641,66470.65,1270,2021,2017,486,33.37
0x72f12f2ec1ffbd85c7c1eaae5ec89d092b34893d,93586.18,2255,2021,2021,32,30.21
0x38dd3ccb1b55c0316304a1da650078a95e333ffc,26793.25,1687,2024,2022,449,25.57
0xa0035c3be4992b596a8dc29394f9c6b02197eb54,2265.89,747,2024,2018,315,40.15
0xb49ba7562a162bb312d332f658e2fb00cf0cb328,61265.59,75,2021,2022,476,8.65
0x5f1648f43f562ad22b3294b71a37d20511922da4,39401.29,216,2021,2020,347,26.07
0x29b4f27311af120d289d006b1db4d75cc47c9142,55670.04,1609,2022,2023,468,39.93
0x4e140e90ba98d7dc65a8faa5306224a570dd3997,48708.27,1923,2019,2017,393,44.61
0x3c7c86543c41d2ad7c9bc943c6062f45109970d1,62271.37,4847,2020,2024,139,13.93
0xdf78da6626622213d642de7276136732bc51b71a,4507.21,1598,2020,2020,304,34.2
0xbed8480dbca45f3b4f380ea7307201c05fa0c438,30571.24,2966,2022,2023,165,22.56
0x7edc95d74e1c54eba6f1846290b758a3c376c51f,57036.55,1095,2022,2018,313,4.6
0x028baffed545d8890d9f0882cec8cdad28487c40,52128.47,3693,2024,2018,429,44.83
0x28d10b7db8cab426ff87a7c9f96d3ed1afc9188b,30070.35,4419,2021,2024,376,37.74
0x0448dc2d65b584615837786a60662be579f9225c,35076.54,1427,2021,2017,7,3.64
0x79afa61dc60878214b9629dfbd023f86f7e36af0,31304.1,3925,2019,2017,422,23.71
0xea3adff4d37b2cf0299fcdc645d979606ab44118,66316.42,1919,2019,2021,39,36.96
0xf635a206d4626f26c3e7ab8888c729ff4136e26b,32084.73,3151,2022,2020,404,3.0
0x4200d660f71a6e89f8dfc9731f3eb32ebb604f23,37908.32,2820,2021,2022,160,6.32
0x9aea4aa34a63828730bc142f1797c8852713fdd3,8322.56,3721,2020,2020,493,26.54
0xecaf3b1c24789bea1db11516cf671f961ea0228e,62149.56,4945,2023,2020,246,36.49
0x29d092a77c4d3256552a43bfbda6b9993e584cd9,88902.42,3812,2022,2020,495,18.13
0xb3bfcfc3d06050ec4b7d67242bda0f85cc0f7f98,82853.15,3500,2019,2022,238,9.88
0x392bbd8f179980c2548c913c20a685e53624cbd8,21798.04,352,2024,2022,415,43.79
0x45c5a99295b152a4847d3fbef0996bcbcc20f2fe,38732.89,3497,2023,2021,254,10.8
0xc18e6effde792b862f130c0314297be13c102190,81852.35,2742,2019,2017,389,14.47
0x4f4ad100e0945310cf7fa9a73ea5167fcc6568ce,69721.69,3066,2023,2023,403,31.75
0x16bf1347a1746dbb9f239045764dfcdba5ddefba,2825.99,1394,2024,2019,449,32.53
0xcf0e4fdd256fd8f9110ec62892e82e801e25d56b,98026.32,1071,2023,2024,367,2.48
0x208c9dccf72eeca3c6861ec4950e76e187f1a751,62499.6,1217,2020,2023,338,37.37
0xaa0850ec3aed483f9533bec08b5d9236f231da71,20768.32,906,2020,2019,384,41.47
0x066ce5f7b2c0ad54905eb74d0b8993a2f72b0b60,50816.2,2477,2019,2019,495,44.73
0x76f9cac0ae943d98b082c16c2e5ce065a659f0c2,5876.05,275,2023,2024,480,16.45
0xde21e98fb71932fe058674a6d764b92bbefd3f21,59362.61,4809,2021,2017,89,28.27
0x8561d2cfd8e7b01575d49445fb5ae29ae348b1ca,70257.2,23,2020,2017,89,43.08
0x9612884daddab824c914cc0ba25bc36194d4368b,66465.73,3037,2022,2024,442,26.14
0x4d62b878e142cbb7d8aab7eb04f83671122e21e0,25041.64,3867,2023,2017,345,30.38
0x471ef9e3ba8e6ee29c3fec4fd7d0718264af1c31,80006.61,383,2023,2020,27,21.35
0xaf373427e9696ebd824fe3ff9c728b6cd8d05b96,35369.3,880,2021,2017,428,12.69
0x692dcee292a1882bb43d13fa0bb9e61ce9773ea8,40809.8,575,2024,2024,365,32.87
0x8ad8947ffa658eac64fcaf0001e2a2041920b0df,46471.7,3755,2019,2018,455,46.81
0xf4eba80239fa4ae196ae36b83340a26c3cd9ec9a,13401.73,1357,2020,2023,273,22.97
0x8c549ab60c34a6c694b3a0e1ae295389b51d6ce5,21680.6,2542,2020,2022,358,10.54
0xb01682cff0e5820363445a0ca9a5b1d2c4825eaa,86500.64,2443,2019,2022,132,26.73
0x03f0ffb5de341aab822ebd42f9c2ba484ae15a4f,43103.95,3025,2024,2024,394,31.99
0x0d8c1fd9f40d60a31e2103179b30be49745680b5,89746.79,500,2023,2024,247,23.22
0x2addb5d40ac2a00f6371f4cd1b200fe602b2b9c1,33818.5,2729,2024,2018,97,17.73
0x71c89d940619b4dd22186c1983e827c8ee96aebe,53066.45,3545,2021,2020,393,31.33
0x1e9824e2b36871307b6ed169fe0ba4244e1f2b1c,82579.63,4965,2020,2020,64,27.06
0x80d302a11b6bd065a4952e71ef58d2ccfd7f3b1d,2165.09,881,2024,2022,370,31.92
0x1768d8862b057b4a8da75df4b1534257a517f266,17199.51,2986,2021,2023,479,17.72
0xa90ae2c0d6a4f193552ff89430d1f6a876e40c15,49740.3,262,2020,2019,426,34.03
0xa88ad0a4a5d5365499c535b924b0ca1139706c7b,88127.54,1391,2024,2023,6,20.0
0x227fcc6b9794549c7fdb887db0381b84e491274e,25246.31,652,2019,2018,171,41.53
0x153af9a5015285470affa44c86f1c2676c7f1094,90340.43,1373,2023,2017,217,8.27
0x98b6cf4c6588d6b989150b9e094139c408475373,5724.47,4454,2020,2017,384,25.61
0xb07ea04676eb55be3bfdc4a8132b1ee82cfcd9dc,62660.51,1434,2022,2017,410,49.15
0xb3a3250b7d31f4231db821bc3fb7dc6948eefe0f,35061.95,2819,2020,2019,153,30.03
0xc88ff5e5ec6b530396b5cb8871761290e248b82b,40485.32,4101,2024,2023,279,5.98
0xdd3d7c761a6b3d9b2b5f898b06632646555ae2b7,14617.67,1791,2024,2022,241,28.96
0xa8315bfbe2beba17006f0af350ba32b3fbdf6c55,89900.88,1203,2020,2021,338,7.17
0xc20ba0a22ec188aede0230301c2431a370d2bac4,87185.89,3054,2019,2020,84,24.9
0xe0ddc23c6ca9cfffb21e8ff9a9c7b761bf556222,53135.56,1468,2019,2024,30,1.08
0xb166e00e527f44d761b9bd7c729a4197a48e7c24,87833.08,2507,2022,2020,309,47.31
0x2805dcd639f4a828872417d9a506c10a1b809018,90496.6,3510,2024,2020,6,39.76
0x9fc08d1789a6ff4bb442aae5f806ddeb4d42d2b4,23514.27,1493,2019,2020,175,12.49
0x5a2ca987b8d58778b2421142aa35e1e8a404a3e0,4853.21,2114,2019,2018,267,40.09
0x798d18a6d6fdd45bea922d72db2fd24fddba76b4,9641.19,4108,2019,2021,156,31.01
0x5b7493f11f56ceb2cc60141972814b0647365bef,18056.03,2697,2021,2022,12,12.57
0x036387dbd7a8ba7551e682323daa85ca1e30d965,71503.12,2558,2021,2022,318,3.12
0xe4a436a0f41d0de968952a9e70e588a65eaf7cea,5456.11,3777,2021,2022,370,2.8
0x040e9da1d7e67a3df904bc1d501523a7208d8f60,70249.94,1104,2021,2019,314,16.6
0x99d0bceeaddadf129ea98a9412bf5b55d1996241,41660.26,4800,2022,2024,175,31.04
0x2562057da17982d3305bed459108ffc5aa887a20,89448.43,4656,2019,2023,313,20.12
0x5bc286ea566d4c7483213aefcd4274f1417580cc,21836.56,2380,2020,2022,438,31.95
0xe26b195a8c2253afd7dfad1c4173641de92864a8,8943.1,4407,2019,2018,214,36.86
0x91a279ad0f85ef2c735dc6f5a9f2c8536fb35999,53452.54,3781,2021,2022,496,48.44
0x1346b0b24ba44bc738a5caebc8a0d3d472f8e060,95073.58,2766,2022,2019,227,28.03
0x2f4c80a5eabb6867bef3f90273d4bdc6d0141d91,95310.56,3409,2020,2017,349,16.08
0x499f74004b6fb567a69b059202f7fb6bc03dafb4,94815.78,3518,2019,2021,14,28.29
0x4b73941fec983c16b0c0c0e33c09a1e15696aa62,53164.05,4775,2020,2019,12,46.05
0x1295a19c58a87f5e70931dc44b2c4fd5d865efa0,23382.49,4241,2022,2023,408,7.52
0xd11e0b6c39a88aaa8e1af7a9cad72ee72790bcf6,51509.74,2497,2023,2019,67,24.32
0x04b04428686caf51054c3fc7e1bb301dc899a6ed,16690.4,4714,2022,2023,487,38.72
0xf614527d0330cf38804a47d2a660fc90b2f4ce46,70304.87,1064,2024,2017,289,16.39
0xe0f908ecdabc316c849131e3bbe2629106f392f9,99968.75,3923,2022,2021,253,0.5
0x44b7c20a8d58d31ebcd65abccdf3bc33ff8fcbb5,18815.48,1780,2023,2018,447,20.71
0x874f39abe4351cb9a02e71353b6c2ba699c82373,49480.78,2988,2020,2023,365,3.84
0x240cb5875eb1e651ec1b5be75d866b432e4ba3bd,85319.84,4369,2021,2019,467,17.66
0xfba2ab822e64e47196bd86b930c295078bd4eec5,29779.7,1213,2021,2018,33,35.71
0xe5f9d40a51948604bdf232ae1a5dd88bb09ce03c,42818.01,1359,2023,2020,154,38.03
0x8699e696b91638d4a6d1e68ca014ed87a5c02e0c,84281.72,825,2019,2018,255,5.37
0xb2ba23e78e44f943ebb3572a1b21e3d58dda1579,8873.59,3421,2019,2023,59,49.98
0xe61f1fb5b90e27d8d87dba0c501381b3e24d5e28,21442.48,1296,2024,2022,91,13.38
0xd5531d4c23798c211b4bdab6ceee8e6f9945edd0,25000.8,2809,2019,2018,120,27.92
0x76ce26c7fdbb4b83caa51c0e0e86b4598ae99c3f,52977.25,2433,2024,2018,227,38.13
0xf8266b94bef7730ec34a6b6a9b589248ccd9de40,94636.0,473,2020,2024,99,23.97
0xc3768dcb21746e1013c822a3d3138b6985fedad4,50590.94,3027,2023,2018,132,20.75
0xee4f88d5da604b43d02dc9b263b584f201d2658a,82111.89,2027,2024,2017,43,3.01
0xf2a8278c3fc7629022967617d79c65b7ddcbdff5,55966.99,4620,2023,2017,0,6.12
0x57d54c41b22770edc3e1a7c70580fe66010f7f51,99005.33,3425,2021,2024,283,15.34
0xca2c2ef4a397ce20d2fb80ac28cac89382e0671a,28686.3,2080,2023,2024,24,31.64
0xb7385ecf9be38cdcda503a29c2cbce0d1d12745f,26825.53,3755,2023,2020,487,27.98
0x137b5b6e6c8892dc97f3c069490c62d4ae15bf43,64428.47,3626,2019,2018,137,2.45
0x2437eac2651f478189a7097793ba2badd4ab3a4f,5925.31,3289,2021,2019,222,8.94
0x5338c6edb34949e94e732cfb8cc4211fc7aa7cac,33481.68,3042,2022,2024,44,5.45
0x9e1b7494cedd88c10618df40d0ca6320fde5855b,61433.88,4797,2022,2021,309,30.32
0x2561848d5a6db6d644c6055751ee210c07c868f4,78003.94,3006,2021,2022,45,6.0
0xa4dacd43ff99190c1ef64f61b1f89381336bbf9e,65051.17,2064,2020,2018,47,4.36
0xd7cb9309f92b81f94ca3c0195a46e7ee7e3e84af,12305.6,4373,2020,2018,44,2.49
0xd537037152c39b6f49d40efe231d4ae40884eca7,13021.92,3258,2020,2020,185,41.07
0x076a85ab1e7be14b43a8009fb4cc67b95a1fb8f6,84919.81,2403,2020,2023,50,16.46
0x74ab30e0676507548cdbff9f88a4ed2d1085f84b,27859.43,4398,2020,2021,12,42.16
0x1de41faba9bd2bf2a54f8f30bc138669f6e1e25f,38166.69,3337,2020,2021,162,49.97
0x2e67f353b5fbea703ec7dd5a025967bb0bc04a97,59526.96,4420,2023,2021,468,26.26
0x984a39fb32959d5c38e0679706f995c3ea96e4e8,14155.86,2220,2020,2024,464,35.47
0xcbdfdb0a6f118a0204c5ca22d60e1e8ac8bb57ff,83825.06,1489,2022,2024,152,31.29
0x6829a56b0efffaae85a214e6e0ccd43c4486ca8e,52813.81,3212,2024,2021,488,27.15
0x3378604f54ba8dd5a7b5cf094e21d23d8b8356fb,67004.25,359,2020,2022,129,7.62
0x25ada28079b0e977f1e0bed68bbc9f790f5cda1d,58636.27,599,2020,2020,113,48.0
0xbef07fa511a90eae5e189e536e8e47ec1ec73cec,46399.45,27,2019,2023,220,5.92
0xfd8c42540910af2cbce37bb4637a5efc0e6534c4,27836.57,2442,2021,2021,50,0.42
0x5f13d146f96d54dae6e53b65f43dfdb7253a4887,86586.44,430,2024,2019,199,10.72
0xb0a62fe547284bb411e4d7cd7cb6a8b0d0ad2707,8852.03,486,2020,2022,407,33.5
0x16d99b248111c39e63d9db7cb7e8fb7063f44106,79564.16,2456,2019,2022,429,26.44
0xd515a8678b58392243a09d64a37ee93d1bf63c21,58899.01,4111,2023,2023,82,23.3
0x053fbc17f8f8e67050808c72e5cc5a3eed600a83,30309.96,1398,2021,2017,200,47.82
0x9c757c6e57c0b4b18332a14c5bdcb7d29c8ff48a,77028.52,3731,2021,2019,240,47.99
0xcce5ee2d77cb2a340c3d9993cc7f8596b7e380f3,40498.07,398,2024,2024,208,20.06
0xbf8877f16c736ae2c9dd09bcffd150f52e1b377a,83421.45,4225,2022,2024,439,19.34
0xf96cbf52c1013fb348f9b8d3cf5acf347fa933ee,98582.08,3115,2021,2017,491,23.58
0x0d1f159bef7c20a9c21ab646b78631271cdd7a7d,10752.55,4175,2022,2017,461,22.89
0x229463888306b0b8667f28e3ad74a9b8c569c194,16521.26,1174,2022,2020,169,36.18
0x2d4f3a94eaf78ac64ab9022c58690d1cc1052afd,31495.8,2987,2024,2018,259,12.0
0x1ae08c734c6d2d82f291c3b1a633720eb0d86ac3,79519.67,1121,2024,2019,251,8.33
0x603fbdbab8f4f77095097093fe2bb99b7e4a54c9,97406.84,1806,2020,2022,76,21.37
0x8454ce7b01c7c4b7069d1fcdc1391b424109c85a,64929.26,3993,2023,2021,392,21.72
0x32b80bd5f898f2fbcf65d083ee7d4893b98292c7,23615.19,3032,2021,2023,367,44.64
0x9ca05258d8a55a756245af0d8d421bd3262bb5f1,90297.55,2620,2024,2020,315,31.61
0x890d71c3db6a4131c922411e4356bb2fbfd4fdbd,61658.76,2444,2023,2022,72,28.39
0xe28140c1c09671240bc324b7ccf648ed3c3f75fa,24885.04,4967,2022,2022,140,23.21
0xfc37cd53820e0f557f177a480646fd7d1059a637,33236.21,3072,2021,2020,127,41.77
0x32db25fa1667549796eca337f2dc66d804bdc0ec,96672.92,3231,2019,2018,177,47.34
0x34a1b610693864c7b9c3f028df64c1093d11eb5b,90167.14,1011,2024,2021,111,26.86
0xe6836345bf2ba01142f9103726b3ba1c156792d2,9109.37,1521,2019,2018,284,34.97
0x30f55d2ff982b86089a5b248681c04a1b60967f9,12493.55,3489,2019,2021,450,29.05
0x2478044c60abdedf0c2d98b89d1cd0e1bb5e45ac,39242.4,1433,2021,2024,158,12.19
0x253bbe47f2b75a2e9b3b723856e99825145fc34f,48362.0,1061,2022,2017,103,23.62
0x59b5ba62e79ec0770a66c1610e895b0d663ceb93,35969.12,649,2022,2020,337,39.02
0x206449785d2e7b0f00c02f050ba96191d8727909,20808.07,3970,2023,2017,264,10.93
0x6d2d139ca0e21fc16405a3488b1e59aa5bac8c2c,97682.82,214,2024,2020,379,21.77
0x620bd30ae4b00919ec6b7387a7f9f620c2445733,86549.71,147,2022,2019,272,37.49
0x481055cafe084b172a9dba76e662e88d31db4c33,27323.66,2872,2021,2020,135,26.21
0xed433628f55f6c2b52bd38f2032a32a50cc4295c,73276.1,2519,2021,2021,143,38.74
0x67e60e48f7073d58d2cef6b9aa3814f8cba31f3d,77724.61,3568,2022,2023,238,39.69
0x988c5d607404c2186f1d34dfe30f39c98bafad4a,26087.52,1259,2023,2017,172,6.89
0x18ac218aa483dfb8929a79eefe2982fcd7fad83c,9186.41,2078,2021,2021,500,11.34
0xa40e4a4ce674e716602fd4292bd97a4ff2d4c809,13225.15,2802,2020,2018,298,36.94
0x5fb6ba775171fa160563e7fe12ff52f6c8a6701d,59902.04,4836,2023,2018,79,33.76
0x0aaaccb7443974aa04ea23ed079571f2e1664394,85947.08,2599,2021,2017,181,2.58
0x99cf35cd0341f1bca5d15c15f32aa02e56ab0435,80693.42,4564,2023,2020,123,17.91
0x789ad091200aa71b7ecabb12da424ee56b9bd447,17900.4,788,2022,2020,404,13.07
0x1355f1be3f6cd78fa2c9f91610cb9cbf100afa1a,57931.92,2214,2020,2022,119,12.0
0x116c1222f5bf04a657f07ea1f9d0722121bad362,92371.77,1951,2022,2022,194,33.33
0xd9af5d47db463df0593d20d863d9caafb69764f3,44348.27,3827,2021,2017,459,20.14
0x3ef3a515b7aa0341201fa2c089ed1f560bae3ce8,20143.86,4316,2019,2024,371,6.09
0x58a5937fa8cdc114012e04e1ed84a6a51e9f5044,84950.04,4681,2023,2020,345,15.4
0xdf8d24475f76daec21249538bad8b1ced085ac2f,11826.5,3389,2022,2023,40,2.25
0xa27de435edd9fa9f9f5cc8fb0dd8930cda820b7b,87237.18,233,2021,2018,429,28.41
0x9c9271f464a2e9a977c1435946e670cbc6b78f0b,15445.05,3578,2020,2019,404,13.77
0xf12e78daf9ec7d878136cf4e6eea3f8990c16263,78341.2,3324,2020,2024,125,4.58
0xd13ae99bdc09b12c1e10e66b192d087b5ef512d2,75301.69,1502,2021,2020,469,34.21
0xe2e56697f9b586f698e7c4687f0b47e21563c49b,81961.22,733,2023,2020,17,16.14
0x54124537698250478675e09d1f9732f3983650ec,43563.25,4994,2020,2019,408,17.28
0x1f7d2c417aa5856ea9f28de7ccf5ba488779a365,83500.63,3817,2020,2022,448,26.86
0x749c7fd1fbdd17e0983c4cd97800dc4e28596ad1,17313.73,3883,2021,2022,9,14.14
0xf569b4689b6b9d7c48cec1e9db50495bb3cd24a0,97744.88,271,2019,2018,143,36.11
0xc55d8ee008f48ffe3853c10cd5b12e5b03ed45ea,76085.97,1373,2021,2019,235,33.42
0x5c59b8f2ec82e2606ad1881e8d6a1518a7466bec,31095.49,2854,2020,2023,224,34.86
0xf5fc8cff8689de61aa4566f10ce55ebcfb7b5815,41860.15,608,2020,2017,89,44.71
0xcbe6142be99eba24ebc76a34510cc1d2bcbe6976,87532.97,3946,2021,2024,16,14.16
0x700fc5e2044e13f0dd7da973a0a5bbc88a0e66ce,9226.37,694,2022,2024,135,6.53
0x338ce3c64c3cae8463ba52f08e248ad0285ea4c4,4114.18,2148,2019,2023,496,45.84
0xc2480362b3bb13c2de8232bfc9be224212a4ac18,57442.79,3733,2024,2017,12,5.44
0xc003a4600fb4e270bed82fb871d9094209f4cf56,37626.34,3240,2021,2017,95,10.69
0x3085e9c689589137c806a251001aef4249da0ec2,90705.58,10,2022,2022,490,20.33
0xf6ebde2642e8e8f811f1a31eb31c8be5f32d4a9d,70570.9,275,2020,2017,165,7.69
0x8ae4d995386f757f7cdecca482f23e96d7254c09,90106.79,3887,2019,2020,335,46.49
0x143243502eb38a438774c958ba9b98b597eb17a6,94309.83,712,2023,2023,272,44.07
0xa69fcc541b5f467dd6a16b1dccf7bfd9ca031cd1,67489.96,685,2022,2021,417,37.59
0x99129a870ed0d22a97d1a78aa15b9b568e85ab8b,67432.58,1082,2020,2017,477,44.52
0xc746f55651b7fd83c7e2f23b36ba0679083fb129,8387.72,2068,2022,2023,99,8.83
0x6d8fab57bfcd3d6986a0880d039697069e24ef0b,35340.41,631,2021,2019,411,40.3
0x17b550e1c8b906f105affca82ecd959ef4ae4b8d,89371.85,1973,2023,2023,101,42.69
0x7f26cee1afe7b56521b0e8254805a1ae886d5a16,62878.98,513,2024,2020,19,44.33
0x822b7432f189560bac8738935fb83c29736f3fb4,90208.62,1366,2021,2023,55,0.23
0x75c9e35999ba09ad01b56a115e8c5bc8b0b50527,26123.2,3804,2022,2022,80,12.57
0x90649b299cb1fb99c4d8fbf7e664400fd78765a5,4365.56,4268,2021,2024,57,19.88
0x0545ae8cf531408cfc89aba148b80e0cca649184,23130.03,4507,2024,2018,189,18.72
0x99f7d1546b7f9da4c8a4b4a2c8653a75abd0f3c8,77682.26,3197,2019,2022,309,41.55
0x980f43453b8f7cc8041efbd7f648e32ec49c9ed1,22109.77,1407,2020,2021,392,6.3
0x8a435ed0fea6781a949b65a4cb77688afa88794b,43766.01,2834,2023,2017,320,8.47
0x885d8ca884a06bbf77290b8f27b38c76455432a3,93041.84,4173,2024,2019,493,5.36
0xf3234913d09e152f4a313dd02fb99dbfa0842e20,71959.28,3295,2023,2022,475,27.16
0x9f9140dd36353543a7998fca7826d45a09925b42,66739.1,4778,2022,2022,443,13.57
0x9ae1ae4137aad87cf90bdf043c72af5c16fe0b53,88263.29,2345,2022,2024,232,48.15
0x425ad546833d5d5f8d03c5403f7e9d1ba0c4cf7a,98012.83,466,2019,2017,494,34.83
0x122763252379d8632e124c60d636456e7fdaa54b,81935.98,3913,2020,2021,15,21.63
0x69111a680beb34e8fc8ed1b25dfdbb862947279c,88291.35,4085,2024,2018,41,34.54
0x710af211eadbb636af32bbcaf5d4484c982fb201,96893.51,3742,2021,2024,8,37.48
0xa23cd597d890bfb7ed1fd6c6e44092032b437535,92374.03,2669,2019,2017,70,7.92
0x33ca61586ddc68049bd6ddf6846d05748e937b76,85351.82,3692,2021,2024,74,5.84
0x8b37d53cf820a6ac9d1e7d80ae8eb020685ea59c,6907.94,2018,2023,2022,140,37.53
0xd071fa5704bc19aa073bcb743b37e099b722d1d9,90657.3,1521,2020,2024,196,35.56
0x64719cde2dab5482a43f489d6a069603e639a9c9,9729.48,4691,2024,2023,94,38.22
0x72c0605b98fe0763e1957f6a88cb39ce24dc519e,8432.47,3361,2020,2017,313,0.94
0x9e3db32e7d396b68c35ae169b4b6478988b051a9,86654.56,2331,2022,2019,39,7.19
0xd2283a9fef4e21bb67e750d8c786263216eaea12,89070.15,2604,2019,2024,492,48.68
0x509128195aa7bdec82a9e44b88de4a9daab287e0,35525.7,3123,2024,2019,301,42.6
0xfc381a80ec287661a684e42282b6bb16b21af610,40091.87,1635,2019,2018,190,44.83
0xbd3fbe5f200ba1258a6b5ae35b004754d1b8a7ca,10656.71,3408,2021,2023,234,49.36
0x58d9da6d5ee63776157d6a04cb7f9ae9a48918c3,40142.13,7,2020,2018,270,37.61
0xeaeb5d76e559933682123b9caaf4af59d14e3b74,82043.37,1757,2023,2024,56,5.27
0x3a49c53e4084a82c713d942e6b0f75ce4ca7375c,30360.14,3333,2024,2017,406,3.66
0xf86a22e8d357e5c16ce3ff7dc063999893415d87,42178.85,2215,2020,2022,31,3.36
0x27531c590844668483f1d1436ffcad80cd675cbc,24664.02,2366,2020,2018,494,23.76
0x469412524c33647fec5360788b96a2a1d4f54bc5,78089.45,1059,2024,2018,416,24.57
0x055aaef9fd7ebc0b1e2e224e0f387517c7885bc2,52626.36,2705,2022,2018,481,23.67
0xd457f936bfda3052bc65ab4a669803f1d1cee94d,24255.12,923,2020,2019,379,42.99
0x4e657d7a4486cbb86aed10d29d7fd06ebc6f4b83,87841.84,1717,2020,2023,384,14.54
0x26b3e902b9d300fee244c42ce4643ef1f5ea3087,17445.09,4473,2024,2023,337,32.7
0x47ce1fd42cef0f6fc8030eda72653ed403ff9e56,14512.89,3449,2023,2020,10,27.78
0x76c18780af668c95735bbbbdc3ac8448988946f8,49934.63,779,2021,2021,481,30.24
0x52f3dedc5fa8762897c7c3d9e890adc33ed37b94,3886.29,3180,2020,2024,333,4.0
0xf7e74246b1edda68f888196df3ed1d1be25fdd44,99055.84,1057,2019,2019,263,22.54
0x4dbaf430cd19d42518bc6bf8918508355f6fba25,33285.27,3238,2020,2020,436,18.72
0x592af41d88be403aaf8e75f348c041d17e0fd702,34277.89,1835,2021,2021,330,2.35
0xef344629489024b602ad0c49604b676652f82471,67805.18,2268,2019,2024,462,46.74
0x69fb7faa499b2a3e00ff0497dd14baf8681c463f,31999.15,583,2024,2024,365,20.66
0x573f89418f100edb4dfb1513fdf133c4b60427c7,57334.52,4629,2021,2022,311,36.71
0x2471b74bef90d13af871fff1c843ed2e1d89451d,7655.35,2441,2022,2024,424,16.8
0x70eb21b8a3fe3457d49cdd6c081632209b7aaaea,70708.01,1813,2020,2023,126,1.72
0xbd190a74101ce27412aa4d127af466d29bff1539,19723.21,209,2019,2019,390,19.56
0x447092378b1b51d75bad4c6d028028469e0d58e6,92364.72,278,2019,2020,10,5.52
0x13868afe3f4b7ac7ab5792243db15613b7d735e8,96384.35,4322,2020,2017,155,46.68
0x09e14955231cc4b88d613ad9932efe1d4a48ee92,27258.56,790,2023,2021,137,35.34
0xa350d4ec722b37812360984227e02011b3c99ecc,32505.63,2076,2023,2022,381,2.22
0x7020dd3154d6419460e8ec9bec9d4deebd76dbe5,38470.76,2957,2021,2023,72,13.54
0x3176c99705722f3e147bea4c44370934b277972d,97125.22,4319,2024,2020,267,5.13
0xfe9e679cd7f37ea5b1cc36ed9a845ce7bd2aa864,68903.53,4767,2022,2022,319,24.85
0x6bbbb432d82a3a81ff23ee7b38434f5f3130caa7,35848.14,1951,2023,2018,39,25.43
0x1bca7d435ddc16af8b27e034375985e3025e8959,79003.7,1382,2019,2018,400,18.9
0xc27a78aa1f32ca52024c95f353edeaef35e3e597,17339.2,1649,2020,2018,84,25.59
0xff76c3fb9c68b479c445249e304e965775cdd107,81218.12,4545,2023,2021,258,45.79
0x9d302cd143a80a6e722bd8ab53695bbfdd4728e0,74119.89,3254,2022,2020,282,13.4
0x04775c16e88ef1b85604524778efeace5a06dc7d,3024.73,2437,2022,2022,257,37.49
0xded631f522529406dc2bc986387405643530f33f,14205.59,1356,2024,2017,280,42.54
0x9da0ec83a4416b33738bed9a1659956bfd2a96c0,20051.53,1828,2019,2020,389,25.87
0xadfda217319e8f6371cc4c829d13c6260a2b4b20,57669.01,1253,2023,2024,414,17.71
0x54e07100f0266c60b8e126edd17c46da666433c1,77949.86,4224,2024,2022,140,46.49
0x33805e2beb0118f68cee891cd9dba4fb8e9c60d9,65732.3,1703,2019,2019,66,17.64
0x91f82f147da9cf6e643cc62e251aaea5499f165e,36798.6,3295,2020,2018,363,49.38
0x58af9d435499accb7976ec5b37d36187902a96e8,59995.92,3679,2020,2017,268,25.72
0x54fa2464abe90a1491752dc7f5fa50a5f1639047,49937.74,3937,2022,2024,75,30.3
0xcbf3f0a3f4460cd9ff6bb0dd630750c3aea22b02,8247.62,4795,2020,2018,120,16.05
0x395af83cb972b418f76890abefadcf82808a2c06,53258.05,3260,2020,2017,89,9.85
0x3c43f82e9ea61de701c2f9241b34fd54b6d3c8b3,82282.53,1574,2019,2019,108,3.54
0x88a7a256a655606015c8dcf15cdf437a06eaecc3,54217.13,1845,2023,2019,83,3.5
0xa465e6a5e43c09213a90d2f48b22ae37fca7d137,91302.11,710,2020,2024,313,18.91
0x69128e3907265c1371dc39e0cc94c65f5f9800e5,42522.71,688,2021,2017,213,41.0
